1, Arab Open University, Oman
2061, Gujarat Technological University Ahmedabad, India
2062, Gujarat University Ahmedabad, India
2063, Gulbarga University, India
2064, Gauhati University, India
2065, Gurukul University, India
2066, CCS Haryana Agricultural University, India
2067, Chaudhary Charan Singh Haryana Agricultural University, India
2068, Himachal Pradesh Agricultural University, India
2069, Hemwati Nandan Bahuguna Garhwal University, India
2070, Hidayatullah National Law University, Raipur, India
2071, Sri Ramachardra Medical College and Research Institute, India
2072, Himachal Pradesh University, India
2073, Indian Agricultural Research Institute, India
2074, IASE (Institute of Advanced Studies) Deemed University, India
2075, ICFAI University, India
2076, ICFAI University, Dehradun, India
2077, ICFAI University, Tripura, India
2078, ICFAI University, Sikkim, India
2079, ICFAI University, Mizoram, India
2080, ICFAI University, Meghalaya, India
2081, ICFAI University, Jharkhand, India
2082, ICFAI University, Nagaland, India
2083, ICFAI University, Jaipur, India
2084, ICFAI University, Raipur, India
2085, ICFAI University, Himachal Pradesh, India
2086, ICFAI University, Hyderabad, India
2087, Indira Gandhi Agricultural University, India
2088, Indira Gandhi Institute of Development and Research, India
2089, Indira Gandhi Institute of Medical Sciences, India
2090, Indira Gandhi National Open University, India
2091, Indian Institute of Information Technology, India
2092, Indian Institute of Information Technology and Management - Kerala, India
2093, Indian Institute of Information Technology and Management - Gwalior, India
2094, Indraprastha Institute of Information Technology, Delhi, India
2095, International Institute of Information Technology, Pune, India
2096, International Institute of Information Technology, Bhubaneswar, India
2097, International Institute of Information Technology, Bangalore, India
2098, Indian Institute of Management, Tiruchirappalli, India
2099, Indian Institute of Information Technology, Guwahati, India
2100, Indian Institute of Information Technology, Vadodara, India
2101, Indian Institute of Information Technology, Kota, India
2102, International Institute for Population Sciences, India
2103, Indian Institute of Science, India
2104, Indian Institute of Technology, Bombay, India
2105, Indian Institute of Technology, Delhi, India
2106, Indian Institute of Technology, Gandhinagar, India
2107, Indian Institute of Technology, Guwahati, India
2108, Indian Institute of Technology, Hyderabad, India
2109, Indian Institute of Technology, Kanpur, India
2110, Indian Institute of Technology, Kharagpur, India
2111, Indian Institute of Technology, Madras, India
2112, Madras Institute of Technology, India
2113, Indian Institute of Technology, Roorkee, India
2114, Indian Institute of Technology, Patna, India
2115, Indian Institute of Technology, Indore, India
2116, Indian Institute of Technology, Jodhpur, India
2117, University of Music and Fine Arts, India
2118, Indian Law Institue, India
2119, Indus University, India
2120, Integral University, India
2121, Guru Gobind Singh Indraprastha University, India
2122, Indian School of Business Management and Administration, India
2123, Indian Statistical Institute, India
2124, Indian School of Mines (ISM), India
2125, Institute of Technology and Management, India
2126, Indian University, India
2127, Indian Veterinary Research Institute, India
2128, Jadavpur University, India
2129, First Global University to teaching Jainism, India
2130, Jamia Hamdard University, India
2131, University of Jammu, India
2132, Jaypee Institute of Information Technology, India
2133, Jiwaji University, India
2134, Jamia Millia Islamia University, India
2135, Jawaharlal Nehru Centre for Advanced  Scientific Research, India
2136, Jawaharlal Nehru Agricultural University, India
2137, Jawaharlal Nehru Technological University, India
2138, Jawaharlal Nehru University, India
2139, Jaipur National University, India
2140, Jodhpur National University, India
2141, Jai Prakash University, India
2142, Rajasthan Vidyapeeth University, India
2143, Jain Vishva Bharati Institute, India
2144, Kalinga University, India
2145, Sri Chandrasekharendra Saraswathi Viswa Mahavidyalaya, India
2146, Kannada University, India
2147, Kannur University, India
2148, Chhatrapati Shahu Ji Maharaj University, India
2149, Kanpur University, India
2150, Karnataka State Open University, India
2151, Karpagam University, India
2152, Karunya Institute Of Technology ( Deemed University), India
2153, University of Kashmir, India
2154, Kerala Agricultural University, India
2155, University of Kerala, India
2156, Kohinoor School of Hospitality Management, India
2157, University of Kalyani, India
2158, Krishna University, India
2159, Kameshwar Singh Darbhanga Sanskrit University, India
2160, Karnataka State Law University, India
2161, Karnatak University, India
2162, Kerala University of Fisheries and Ocean Sciences, India
2163, Kurukshetra University, India
2164, Kumaraguru College of Technology, India
2165, Kumaun University, India
2166, Kuvempu University, India
2167, Kakatiya University, India
2168, L.D.College of Engineering, India
2169, Lakshmibai National Institute of Physical Education, India
2170, Lalit Narayan Mithila University, India
2171, University of Lucknow, India
2172, Mar Athanasios College for Advanced Studies, India
2173, Magadh University, India
2174, Mangalore University, India
2175, Manipal University, India
2176, Manipur University, India
2177, Moulana Azad national Urdu University, India
2178, Makanlal Chutur Vedi University, India
2179, Makhanlal Chaturvedi National University of Journalism and Communication, India
2180, Maharshi Dayanand Sarswati University Ajmer, India
2181, Maharishi Dayanand University, Rohtak (Haryana ), India
2182, Mahatma Gandhi Kashi Vidyapith, India
2183, Maharaja Ganga Singh University, Bikaner, India
2184, Mahatma Gandhi University, Kerala, India
2185, Mahatma Jyotiba Phule Rohilkhand University Bareilly, India
2186, Madurai Kamaraj University, India
2187, Marathwada Agricultural University, India
2188, Mohan Lal Sukhadia University, India
2189, Motilal Nehru National Institute Of Technology, India
2190, Madhya Pradesh Bhoj (Open) University, India
2191, Mahatma Phule Agricultural University, India
2192, Maharaja Sayajirao University of Baroda, India
2193, University of Mumbai, India
2194, Acharya Nagarjuna University, India
2195, Nagaland University, India
2196, Nagpur University, India
2197, Nalanda Open University, India
2198, National Museum Institute of History of Art, Conservation and Museology, India
2199, University of North Bengal, India
2200, National Dairy Research Institute, India
2201, Narendra Deva University of Agriculture and Technology, India
2202, North Eastern Hill University, India
2203, Hemchandracharay North Gujarat University, India
2204, National Institute of Mental Health and Neuro Sciences, India
2205, University of Petroleum and Energy Studies, India
2206, DAV Institute of Engineering & Technology, India
2207, Lovely Professional University, India
2208, Somaiya Vidyavihar, India
2209, NorthCap University, India
2210, Dharamsinh Desai University, India
2211, University of Health Sciences Andhra Pradesh, India
2212, Allahabad Agricultural Institute, Deemed University, India
2213, Assam Agricultural University, India
2214, Ahmedabad University, India
2215, All India Institute of Medical Sciences, India
2216, AISECT University, India
2217, Alagappa University, India
2218, Allahabad University, India
2219, Open International University for Alternative Medicines, India
2220, Indian Board of Alternative Medicine, India
2221, Amity University, India
2222, Amrita Vishwa Vidyapeetham (Deemed University), India
2223, Amravati University, India
2224, Aligarh Muslim University, India
2225, Andhra University, India
2226, Acharya Ranga Agricultural University, India
2227, Annamalai University, India
2228, Anna University of Technology, Tirunelveli, India
2229, Anna University, India
2230, Awadhesh Pratap Singh University, India
2231, ARYA Institute of Engineering & Technology, India
2232, Assam University, India
2233, Gujarat Ayurved University, India
2234, Dr. Babasaheb Ambedkar Marathwada Universtiy, India
2235, Berhampur University, India
2236, Banasthali University, India
2237, Bankura University, India
2238, Birsa Agricultural University, India
2239, Babasaheb Bhimrao Ambedkar University, India
2240, Bidhan Chandra Agricultural University, India
2241, Bharathidasan University, India
2242, Bengal Engineering College, India
2243, Bangalore University, India
2244, Bhagwant University, India
2245, Bharathiar University, India
2246, Bharath Institue Of Higher Education & Research, India
2247, Bharati Vidyapeeth University, India
2248, Bhavnagar University, India
2249, Banaras Hindu University, India
2250, Orissa University of Agriculture and Technology, India
2251, Birla Institute of Technology, Ranchi, India
2252, Birla Institute of Technology and Science, India
2253, Bhupendra Narayan Mandal University, India
2254, Biju Pattnaik University of Technology, India
2255, B. R. Ambedkar Bihar University, India
2256, Dr. B.R. Ambedkar Open University, India
2257, Dr. B. R. Ambedkar National Institute of Technology Jalandhar, India
2258, Dr. Bhim Rao Abdekar University, India
2259, B. S. Abdur Rahman University, India
